YEAR,W_1,W_2,W_3,W_4,W_5,W_6,W_7,W_8,W_9,W_10,W_11,W_12,W_13,W_14,W_15,W_16,W_17,W_18,YIELD
0,20.487163786986628,26.089328927572204,25.394671953115548,27.024096800942335,24.426755533652813,26.420240665364208,25.53435762037418,21.369481657962904,18.577526340498157,1.3845188290718982,1.4014631663120187,0.8623217441947693,1.5361616283517978,1.640604728955512,0.2041414275941488,1.0783667255344147,1.379353292861652,0.8868923188231933,6.37
1,21.430836837473816,22.228488429107802,24.205256169529314,29.859199341015472,30.43417493267885,26.467017471444944,27.300290416517367,22.5092766537581,16.3882109815985,1.2373465882238712,1.4671492787279354,1.3578272242515421,0.8756488429557777,0.30503207419707357,1.6738516394527312,0.21457550933790212,0.5336828849494363,1.4969043722238664,5.54
2,18.84176663435606,25.165940777702847,24.16926665040094,28.74232966608839,27.342034954768184,27.94537925139022,25.71064099300139,22.343697582475066,19.797961072793637,2.509957230733315,0.38154575480407843,0.9498279821656533,0.2202604878890892,1.0741145394551874,0.04091385482742178,0.6059786789862429,0.5599629479773018,0.6829411615465992,4.39
3,18.359661397293294,20.23518003300928,22.714216581753192,30.017206012389778,27.192345275006936,23.15909175703542,23.287618559587447,19.477148846744548,18.91772956336701,3.467247635046719,2.1338041238734284,2.6927957912383294,0.10634311882864356,1.6897459793547303,3.3245910120444306,1.5551028971818144,0.024411815858193926,1.0183255689430544,9.28
4,21.12596294800804,23.27059649375534,22.94989620342078,26.5940439194988,31.557703962744473,28.46461038658955,27.306957110324657,26.999664163179006,16.666535151161884,1.6452178511438569,0.5942248295867611,0.7504451145139515,4.215740100706457,0.5554963555812182,0.7480369696239224,2.474335111740348,0.4078354206333996,1.9380526756162801,8.86
5,21.99618971351036,21.64252297298365,25.650658210510112,24.48345542152989,27.86996701287303,28.043912963693195,24.341040329994023,23.186473854147206,17.324681877228766,0.24678565212732312,3.693981290241324,0.13371972074844285,2.433364396483026,0.4633823305002096,0.7426373123679015,1.5340519875605054,0.6587532326752737,0.9933837852881303,6.74
6,18.153244721901196,22.793579070345892,24.875794783827594,29.068950618454487,26.67385450384159,24.386005508504162,28.594377918019564,24.712961630712947,17.69611318694741,0.8442719208560181,0.6308331751158525,2.219012763006576,0.03988014757572992,1.207527420079695,2.276114381580785,0.6167343728597678,1.9819137963544768,1.0732976072944291,4.54
7,18.865721482699755,22.421456796779708,21.068837247610496,24.107439058478953,24.7880610514028,24.655122915450093,27.83230609657062,22.43495791121965,16.651435667276665,2.0285977295878617,1.1410578006518275,1.4493040430677189,2.353433851804759,0.6489222525703405,2.8077306365469017,0.4668123235779541,0.10915554426328429,0.6169045211715555,10.14
8,19.153468297299575,22.93146427081065,27.527474036021808,26.00934157013736,25.33491176360945,25.330699752307815,24.86854609142124,23.138192785411135,15.339705511467512,2.438695853769645,0.9965144628464977,1.2442404562319873,1.4652725464254992,1.4163256320792292,3.2839220856523723,0.14854411817120955,0.5446063476071655,1.4208921250419362,9.22
9,18.150616500716275,23.046793483363906,25.56378419886197,27.577323220259224,25.35208181542465,27.170610001488257,23.579438269536787,20.291280568337307,17.186499892805898,1.7246928567177313,0.009217157013267115,0.4960069893901825,1.633100450383769,2.4292701612565923,1.236580860813571,1.0935535330823278,0.9567363346434543,2.513883822791547,8.27
